,file_name,concepts.facet,concepts.facet_instance,first_position
0,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.019777314555900146
1,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,sustainable development,0.022116020133204534
2,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,sustainable development goals,0.022116020133204534
3,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,health,0.1271544054095277
4,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,education,0.23290457064416087
5,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,health,0.23295541206975443
6,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,education,0.2343789719863745
7,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,education,0.23615842188214958
8,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.258884539122477
9,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,gender,0.30911586760892773
10,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3169454471503381
11,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3184198484925517
12,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.32879149931364077
13,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3420611113935635
14,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3461284254410494
15,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3468402053993594
16,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.34770450963445015
17,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3493822766790381
18,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.35116172657481315
19,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3526361279170268
20,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.357262697646042
21,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3608215974375921
22,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,sustainable development,0.3628552544613351
23,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.36316030301489655
24,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,education,0.36448218008032945
25,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,survivor,0.3757181351365092
26,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.38146321622858304
27,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.38202247191011235
28,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3840561289338553
29,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.38461538461538464
30,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3856322131272561
31,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,survivor,0.39280085413594995
32,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.393868524073415
33,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.3999186537190503
34,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,prevention,0.40012201942142456
35,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.40729066043011847
36,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.4075957089836799
37,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.41084956022166863
38,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.4120189130103208
39,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.4158828613554324
40,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,natural disasters,0.4358127001881133
41,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,disasters,0.43586354161370683
42,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,food security,0.4419136712593421
43,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,disaster,0.4506583964614368
44,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,disaster,0.45238700493161826
45,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,disasters,0.4541664548273934
46,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,disaster,0.4595556459403122
47,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,community engagement,0.46108088870811936
48,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,community engagement,0.4647414713508567
49,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,community engagement,0.4780110834307794
50,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,hurricane,0.48370532309725967
51,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,landfall,0.48385784737404036
52,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,storm,0.4843154202043825
53,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,hurricane,0.48929787991255275
54,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,protection,0.5619502770857695
55,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,health,0.6521938075143627
56,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,health,0.6798007016116732
57,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,hygiene,0.6801057501652347
58,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,climate change,0.7371498296812242
59,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,climate change,0.7371498296812242
60,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,climate change,0.73837002389547
61,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,climate change,0.73837002389547
62,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,preparedness,0.739691900960903
63,Hilton_CRReport_2014_15_Full_Report.pdf,EMERGENCY,climate change,0.7398444252376837
64,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,climate change,0.7398444252376837
65,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,protection,0.7626213839036047
66,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,education,0.7852966597183385
67,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,health,0.7930245564085617
68,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,education,0.830901418475774
69,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,health,0.8829630382835935
70,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.8910468249529717
71,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.9028928771162743
72,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,health,0.9554629111800295
73,Hilton_CRReport_2014_15_Full_Report.pdf,HUM_ACTION_CLUSTER,education,0.9557171183079973
74,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,response,0.9692409375158879
75,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.9758503228430525
76,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.9763078956733947
77,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.9773755656108597
78,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.9776806141644212
79,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.9788499669530734
80,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.9841883166403986
81,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,community engagement,0.9877980578575424
82,Hilton_CRReport_2014_15_Full_Report.pdf,HUMANITARIAN_THEME,human rights,0.9948141745894555
83,ROTRA_LOGISTICS_COP_feb-2020.pdf,HUM_ACTION_CLUSTER,logistics,0.0012489592006661116
84,ROTRA_LOGISTICS_COP_feb-2020.pdf,HUM_ACTION_CLUSTER,logistics,0.019150707743547043
85,ROTRA_LOGISTICS_COP_feb-2020.pdf,HUMANITARIAN_THEME,human rights,0.026228143213988343
86,ROTRA_LOGISTICS_COP_feb-2020.pdf,HUM_ACTION_CLUSTER,logistics,0.059533721898417984
87,ROTRA_LOGISTICS_COP_feb-2020.pdf,HUMANITARIAN_THEME,human rights,0.10782681099084096
88,ROTRA_LOGISTICS_COP_feb-2020.pdf,HUMANITARIAN_THEME,human rights,0.11074104912572856
89,ROTRA_LOGISTICS_COP_feb-2020.pdf,HUMANITARIAN_THEME,human rights,0.11698584512905912
90,ROTRA_LOGISTICS_COP_feb-2020.pdf,HUMANITARIAN_THEME,human rights,0.12239800166527894
91,ROTRA_LOGISTICS_COP_feb-2020.pdf,HUMANITARIAN_THEME,human rights,0.12531223980016654
92,ROTRA_LOGISTICS_COP_feb-2020.pdf,HUMANITARIAN_THEME,human rights,0.12905911740216486
