,file_name,concepts.facet,concepts.facet_instance,first_position
0,COMMUNICATION_ON_PROGRESS__2016.pdf,HUMANITARIAN_THEME,human rights,0.029014844804318488
1,COMMUNICATION_ON_PROGRESS__2016.pdf,HUMANITARIAN_THEME,public private partnership,0.3144399460188934
2,COMMUNICATION_ON_PROGRESS__2016.pdf,HUM_ACTION_CLUSTER,logistic,0.38798920377867746
3,COMMUNICATION_ON_PROGRESS__2016.pdf,HUMANITARIAN_THEME,human rights,0.45614035087719296
4,COMMUNICATION_ON_PROGRESS__2016.pdf,HUM_ACTION_CLUSTER,education,0.5067476383265856
5,COMMUNICATION_ON_PROGRESS__2016.pdf,HUM_ACTION_CLUSTER,health,0.5991902834008097
6,COMMUNICATION_ON_PROGRESS__2016.pdf,HUM_ACTION_CLUSTER,education,0.6336032388663968
7,COMMUNICATION_ON_PROGRESS__2016.pdf,HUMANITARIAN_THEME,gender,0.6720647773279352
8,COMMUNICATION_ON_PROGRESS__2016.pdf,HUMANITARIAN_THEME,human rights,0.7834008097165992
9,COMMUNICATION_ON_PROGRESS__2016.pdf,EMERGENCY,conflict,0.9919028340080972
10,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,human rights,0.020843202273803884
11,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,human rights,0.177167219327333
12,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,human rights,0.21269540502131692
13,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,protection,0.21885362387494078
14,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,human rights,0.2207484604452866
15,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,human rights,0.2288015158692563
16,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,human rights,0.23922311700615823
17,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.27048792041686404
18,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.27333017527238274
19,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,aids,0.2747513027001421
20,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.275698720985315
21,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,EMERGENCY,fire,0.27711984841307435
22,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,prevention,0.27759355755566084
23,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,EMERGENCY,fire,0.2799621032685931
24,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.32354334438654664
25,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,EMERGENCY,fire,0.3254381809568925
26,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.3320701089531028
27,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.3349123638086215
28,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,aids,0.33633349123638084
29,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.33728090952155376
30,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,EMERGENCY,fire,0.3387020369493131
31,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,prevention,0.3391757460918996
32,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,EMERGENCY,fire,0.3415442918048318
33,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,human rights,0.37991473235433443
34,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.3822832780672667
35,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,protection,0.38417811463761253
36,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.39317858834675506
37,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.3960208432022738
38,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,aids,0.39744197063003317
39,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.3983893889152061
40,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,EMERGENCY,fire,0.39981051634296544
41,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,prevention,0.40028422548555187
42,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,EMERGENCY,fire,0.40265277119848414
43,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUM_ACTION_CLUSTER,health,0.5196589294173377
44,JULIE_SANDLAU_VIETNAM_COMMUNICATION_ON_PROGRESS_2014.pdf,HUMANITARIAN_THEME,human rights,0.9426811937470393
45,First_Annual_Report.pdf,HUMANITARIAN_THEME,human rights,0.08151093439363817
46,First_Annual_Report.pdf,HUMANITARIAN_THEME,human rights,0.20974155069582506
47,First_Annual_Report.pdf,HUM_ACTION_CLUSTER,protection,0.220675944333996
48,First_Annual_Report.pdf,HUMANITARIAN_THEME,human rights,0.22465208747514911
49,First_Annual_Report.pdf,HUMANITARIAN_THEME,human rights,0.23757455268389663
50,First_Annual_Report.pdf,HUMANITARIAN_THEME,human rights,0.2524850894632207
51,First_Annual_Report.pdf,HUMANITARIAN_THEME,human rights,0.26043737574552683
52,First_Annual_Report.pdf,HUMANITARIAN_THEME,human rights,0.268389662027833
53,First_Annual_Report.pdf,EMERGENCY,refugee,0.3290258449304175
54,First_Annual_Report.pdf,EMERGENCY,displaced,0.34095427435387676
55,First_Annual_Report.pdf,EMERGENCY,refugee,0.3518886679920477
56,First_Annual_Report.pdf,HUMANITARIAN_THEME,gender,0.5387673956262425
57,First_Annual_Report.pdf,HUM_ACTION_CLUSTER,health,0.6968190854870775
58,225_Years_Growing.pdf,EMERGENCY,crisis,0.0018657251930307987
59,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,health,0.0045064439277820835
60,225_Years_Growing.pdf,EMERGENCY,crisis,0.010648985332529635
61,225_Years_Growing.pdf,EMERGENCY,fire,0.011682310054823617
62,225_Years_Growing.pdf,EMERGENCY,destruction,0.012127213754700192
63,225_Years_Growing.pdf,HUMANITARIAN_THEME,recovery,0.01258646918683085
64,225_Years_Growing.pdf,HUMANITARIAN_THEME,peace,0.02581876632509544
65,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.028014581359970148
66,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,health,0.03583627543844542
67,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,health,0.04041447802749792
68,225_Years_Growing.pdf,HUMANITARIAN_THEME,sustainable development,0.058167570825798674
69,225_Years_Growing.pdf,HUMANITARIAN_THEME,human rights,0.05925830247710899
70,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.06301845632767875
71,225_Years_Growing.pdf,HUMANITARIAN_THEME,sustainable development,0.06936192198398347
72,225_Years_Growing.pdf,HUMANITARIAN_THEME,sustainable development goals,0.06936192198398347
73,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,nutrition,0.06944803237750796
74,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.07788685094290881
75,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.0800109073165131
76,225_Years_Growing.pdf,HUMANITARIAN_THEME,recovery,0.08303912282212463
77,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,health,0.0923103418582623
78,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,health,0.0924825626453113
79,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,health,0.09340107350957261
80,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,hygiene,0.0958695714572749
81,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,health,0.09608484744108614
82,225_Years_Growing.pdf,HUMANITARIAN_THEME,recovery,0.10090702947845805
83,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,health,0.10350469301644709
84,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.1336720342145297
85,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.13576738712362582
86,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.18711788512873503
87,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.20627744768793593
88,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.2067367031200666
89,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.21260656161198657
90,225_Years_Growing.pdf,HUMANITARIAN_THEME,response,0.21458710066305003
91,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,logistics,0.2313929791325813
92,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,health,0.23254111771290795
93,225_Years_Growing.pdf,HUM_ACTION_CLUSTER,health,0.233588794167456
